seats_total,seats_uncontested,seats_election_held,contesting_candidates,CPI(M),CPI,AIFB,RSP,INC,AITC,BJP,CPI(ML),NCP,IND,source_html_row,state,year,district,block_code,block,gram_panchayat,source_url,source_path,source_sha256,issues,review_status
16,0,16,41,7,0,0,0,9,0,0,0,0,0,3,West Bengal,2003,Bardhaman,16,KATWA-I,SRIKHANDA,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
20,0,20,44,13,0,0,0,6,0,0,0,0,1,4,West Bengal,2003,Bardhaman,16,KATWA-I,SUDPUR,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
13,0,13,28,9,0,0,0,4,0,0,0,0,0,5,West Bengal,2003,Bardhaman,16,KATWA-I,SWARGRAM,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
16,0,16,37,10,0,0,0,6,0,0,0,0,0,6,West Bengal,2003,Bardhaman,16,KATWA-I,ALAMPUR,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
15,0,15,32,12,0,0,0,3,0,0,0,0,0,7,West Bengal,2003,Bardhaman,16,KATWA-I,GIDHAGRAM,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
9,0,9,18,9,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,16,KATWA-I,GOAI,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
15,0,15,39,5,0,0,0,10,0,0,0,0,0,9,West Bengal,2003,Bardhaman,16,KATWA-I,KARAJGRAM,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
19,0,19,49,4,0,0,0,15,0,0,0,0,0,10,West Bengal,2003,Bardhaman,16,KATWA-I,KHAJURDIHI,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
13,0,13,26,13,0,0,0,0,0,0,0,0,0,11,West Bengal,2003,Bardhaman,16,KATWA-I,KOSHIGRAM,http://web.archive.org/web/20090410102234id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=16&blnm=KATWA-I,data/wb/vintage_search/raw/41b424a64add3682.html,1aaf169b5faa31f69210d14abe5af2d4833aa594500d030d4fc7c7e0d548cbce,,source_controls_passed
15,0,15,30,8,0,0,0,7,0,0,0,0,0,3,West Bengal,2003,Bardhaman,17,KATWA-II,SREEBATI,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
14,0,14,30,9,0,0,0,0,4,1,0,0,0,4,West Bengal,2003,Bardhaman,17,KATWA-II,AGRADWIP,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
15,0,15,30,8,0,0,0,0,4,3,0,0,0,5,West Bengal,2003,Bardhaman,17,KATWA-II,GAZIPUR,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
16,0,16,22,13,0,0,0,2,1,0,0,0,0,6,West Bengal,2003,Bardhaman,17,KATWA-II,JAGADANANDAPUR,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
15,0,15,32,15,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,17,KATWA-II,KARUI,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
15,0,15,37,7,0,0,0,8,0,0,0,0,0,8,West Bengal,2003,Bardhaman,17,KATWA-II,PALSONA,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
18,0,18,36,16,0,1,0,1,0,0,0,0,0,9,West Bengal,2003,Bardhaman,17,KATWA-II,SINGI,http://web.archive.org/web/20090410102924id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=17&blnm=KATWA-II,data/wb/vintage_search/raw/a3ad5ef5d455dc69.html,ba142bcd85e53380e5687e0c297bfb11faf4c390f5291ba181e99c9b48444320,,source_controls_passed
15,1,14,31,13,0,0,0,2,0,0,0,0,0,3,West Bengal,2003,Bardhaman,18,KETUGRAM-I,PANDUGRAM,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
16,1,15,44,16,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,18,KETUGRAM-I,RAJUR,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
15,0,15,32,11,0,0,1,3,0,0,0,0,0,5,West Bengal,2003,Bardhaman,18,KETUGRAM-I,AGARDANGA,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
16,0,16,34,14,0,0,0,2,0,0,0,0,0,6,West Bengal,2003,Bardhaman,18,KETUGRAM-I,ANKHONA,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
15,0,15,31,12,0,0,1,2,0,0,0,0,0,7,West Bengal,2003,Bardhaman,18,KETUGRAM-I,BERUGRAM,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
16,0,16,33,15,0,0,0,0,0,1,0,0,0,8,West Bengal,2003,Bardhaman,18,KETUGRAM-I,KHADRA JNANDAS,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
16,16,0,0,15,0,0,1,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,18,KETUGRAM-I,MURGRAM GOPALPUR,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
15,2,13,28,14,0,0,0,1,0,0,0,0,0,10,West Bengal,2003,Bardhaman,18,KETUGRAM-I,PALITA,http://web.archive.org/web/20090410101623id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=18&blnm=KETUGRAM-I,data/wb/vintage_search/raw/f96eb434714eef45.html,1587608c88edf4bddd92373c68f3bed168595516f0a16c52c6eb703a3101cb80,,source_controls_passed
15,0,15,43,11,0,0,0,1,1,2,0,0,0,3,West Bengal,2003,Bardhaman,19,KETUGRAM-II,SITAHATI,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
15,6,9,19,15,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,19,KETUGRAM-II,BILLESWAR,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
15,0,15,36,15,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,19,KETUGRAM-II,GANGATIKURI,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
11,0,11,24,7,0,0,0,4,0,0,0,0,0,6,West Bengal,2003,Bardhaman,19,KETUGRAM-II,KETUGRAM,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
16,0,16,37,8,0,0,0,8,0,0,0,0,0,7,West Bengal,2003,Bardhaman,19,KETUGRAM-II,MOUGRAM,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
13,0,13,26,12,0,0,0,1,0,0,0,0,0,8,West Bengal,2003,Bardhaman,19,KETUGRAM-II,NABAGRAM,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
11,0,11,26,9,0,0,0,2,0,0,0,0,0,9,West Bengal,2003,Bardhaman,19,KETUGRAM-II,NIROL,http://web.archive.org/web/20090410101655id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=19&blnm=KETUGRAM-II,data/wb/vintage_search/raw/ae88097216971f46.html,5f94c46bef8e1323f47c498096295f298c49f723674f883d60174042e9f4c63c,,source_controls_passed
13,8,5,10,12,0,0,1,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,SANKARI-I,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
10,3,7,16,5,0,0,4,0,0,1,0,0,0,4,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,SANKARI-II,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
17,9,8,17,14,0,1,1,0,0,0,0,0,1,5,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,SASANGA,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
16,5,11,23,15,0,0,0,0,0,0,0,0,1,6,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,UKHRID,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
17,13,4,8,16,0,0,1,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,BERUGAM,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
14,12,2,4,14,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,GOPALBERA,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
14,12,2,4,14,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,KAIYOR,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
16,0,16,34,14,0,0,2,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,KHANDAGHOSH,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
14,6,8,17,9,1,0,3,0,0,0,0,0,1,11,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,LODNA,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
20,19,1,2,20,0,0,0,0,0,0,0,0,0,12,West Bengal,2003,Bardhaman,20,KHANDOGHOSH,SAGRAI,http://web.archive.org/web/20090410103528id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=20&blnm=KHANDOGHOSH,data/wb/vintage_search/raw/5d8ddc21275d43f7.html,c4611510589e4627b23c33a9cb6242f52614152f82cc416a70506e714e87625d,,source_controls_passed
20,0,20,48,15,0,0,0,0,3,1,0,0,1,3,West Bengal,2003,Bardhaman,21,MEMARI-I,DALUIBAZAR-II,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
23,8,15,32,22,0,0,0,0,1,0,0,0,0,4,West Bengal,2003,Bardhaman,21,MEMARI-I,DEBIPUR,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
23,9,14,29,22,0,0,0,0,1,0,0,0,0,5,West Bengal,2003,Bardhaman,21,MEMARI-I,DURGAPUR,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
11,0,11,22,11,0,0,0,0,0,0,0,0,0,6,West Bengal,2003,Bardhaman,21,MEMARI-I,GOPE GANTAR-I,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
13,4,9,18,12,0,0,0,0,0,0,0,0,1,7,West Bengal,2003,Bardhaman,21,MEMARI-I,GOPE GANTAR-II,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
19,13,6,16,18,0,0,0,0,0,1,0,0,0,8,West Bengal,2003,Bardhaman,21,MEMARI-I,NIMO-I,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
18,0,18,38,15,0,0,0,0,2,0,0,0,1,9,West Bengal,2003,Bardhaman,21,MEMARI-I,NIMO-II,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
14,0,14,34,14,0,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,21,MEMARI-I,AMADPUR,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
17,0,17,36,16,0,0,0,0,1,0,0,0,0,11,West Bengal,2003,Bardhaman,21,MEMARI-I,BAGILA,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
12,9,3,6,12,0,0,0,0,0,0,0,0,0,12,West Bengal,2003,Bardhaman,21,MEMARI-I,DALUIBAZAR-I,http://web.archive.org/web/20090410101548id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=21&blnm=MEMARI-I,data/wb/vintage_search/raw/f9c62da873ee526e.html,a766a11ce51491b76a0012fcb85fca6a98c1121fbec3daa79afcb5f1e619d49f,,source_controls_passed
15,0,15,30,10,0,0,0,1,3,0,0,0,1,3,West Bengal,2003,Bardhaman,22,MEMARI-II,BARAPALASON-I,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
9,4,5,10,9,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,22,MEMARI-II,BARAPALASON-II,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
13,12,1,2,13,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,22,MEMARI-II,BIJUR-I,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
12,2,10,20,11,0,0,0,0,1,0,0,0,0,6,West Bengal,2003,Bardhaman,22,MEMARI-II,BIJUR-II,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
10,0,10,26,8,0,0,0,0,2,0,0,0,0,7,West Bengal,2003,Bardhaman,22,MEMARI-II,BOHAR-I,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
15,3,12,28,15,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,22,MEMARI-II,BOHAR-II,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
23,13,10,21,23,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,22,MEMARI-II,KUCHUT,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
17,5,12,24,17,0,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,22,MEMARI-II,SATGACHIA-I,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
11,1,10,21,11,0,0,0,0,0,0,0,0,0,11,West Bengal,2003,Bardhaman,22,MEMARI-II,SATGACHIA-II,http://web.archive.org/web/20090410102841id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=22&blnm=MEMARI-II,data/wb/vintage_search/raw/fc5d5b609ee50736.html,72c49a0965e42ef0d3edad9ef318887be32e5fd7c9d89391778b52123c1de84b,,source_controls_passed
20,0,20,45,19,0,0,0,1,0,0,0,0,0,3,West Bengal,2003,Bardhaman,23,MONGALKOTE,BHALUGRAM,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
16,4,12,27,16,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,23,MONGALKOTE,CHANAK,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
12,4,8,18,12,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,23,MONGALKOTE,GOTISTHA,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
10,2,8,19,7,0,0,0,0,1,2,0,0,0,6,West Bengal,2003,Bardhaman,23,MONGALKOTE,JHILLO-I,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
11,0,11,22,5,0,0,0,0,6,0,0,0,0,7,West Bengal,2003,Bardhaman,23,MONGALKOTE,JHILLO-II,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
18,0,18,37,14,0,0,0,0,1,2,0,0,1,8,West Bengal,2003,Bardhaman,23,MONGALKOTE,KHIROGRAM,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
12,0,12,25,10,0,0,0,0,0,1,0,0,1,9,West Bengal,2003,Bardhaman,23,MONGALKOTE,KOICHAR-I,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
