mnrega_file_year,district,block,gram_panchayat,source
2018,PURBA MEDINIPUR,KHEJURI-I,LAKSHI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-I,TIKASHI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-II,BARATALA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-II,HALUDBARI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-II,JANKA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-II,KHEJURI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KHEJURI-II,NIJKASBA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,BABUIJORE,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,BARRAH,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,HAZRATPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,KENDGORE,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,KHOYRASOLE,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,LOKEPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,NAKRAKONDA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,PANCHRA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,PARSUNDI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,KHOYRASOL,RUPUSPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,AMALHANDA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,BAISHNABCHAK,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,BHOGPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,BRINDABANCHAK,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,DERIACHAK,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,GOPALNAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,KHANYADIHI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,KOLA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,KOLA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,PULSHITA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,SAGARBARH,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,SIDDHA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,PURBA MEDINIPUR,KOLAGHAT,SIDHHA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,DESHRAHKOYALPARA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,GOPINATHPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,KOTULPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,LAUGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,LEGO,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,MADANMOHANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,MIRZAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BANKURA,KOTULPUR,SIHAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,BHAJANGHAT TUNGI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,GOBINDAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,JOYGHATA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,KRISHNAGANJ,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,MAITIARY BANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,SHIBNIBAS,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGANJ,TALDAH MAJDIA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,ASSANNAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,BHALUKA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,BHANDARKHOLA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,BHATJUNGLA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,BHIMPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,CHAKDIGNAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,DEYPARA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,DIGNAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,DOGACHI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,JOANIA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,PORAGACHHA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-I,RUIPUKUR.,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,BELPUKUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,DHUBULIA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,DHUBULIA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,NOAPARA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,NOAPARA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,SADHANPARA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,NADIA,KRISHNAGAR-II,SADHANPARA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,BABURMAHAL,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,BELPUKUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,CHANDIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,DHOLA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,GAJIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,ISWARIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,KAMARCHAK,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,KARANJALI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,KEORATALA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,KULPI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,RAJARAMPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,RAMKISHORE,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,RAMKRISHNAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULPI,RAMNAGAR-GAZIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,DEULBARI DEBIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,GOPALGANJ,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,GURGURIA BHUBANESWARI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,JALABERIA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,JALABERIA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,KUNDAKHALI GODABAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,MAIPITH BAIKUNTHAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,MERIGANJ-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,24 PARGANAS SOUTH,KULTALI,MERIGANJ-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,CHENGMARI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,KAMAKHYAGURI-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,KAMAKHYAGURI-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,KHOARDANGA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,KHOARDANGA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,KUMARGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,NEWLAND KUMARGRAM SANKOS,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,RAIDAK,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,TURTURIKHANDA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,VALKA BARABISA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,ALIPURDUAR,KUMARGRAM,VALKA BARABISA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,CHIMNEY-DEORALI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,GAYABARI-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,GAYABARI-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,GAYABARI-III,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,MAHANADI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,PANDU,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,SEETONG-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,SEETONG-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,SETTONG-III,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,SHIVAKHOLA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,ST MARRYS-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,ST MARRYS-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,ST MARRYS-III,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,Darjeeling Gorkha Hill Council (DGHC),KURSEONG,SUKNA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,SILIGURI MAHAKUMA PARISAD,Khoribari,Binnabari,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,SILIGURI MAHAKUMA PARISAD,Khoribari,Buraganj,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,SILIGURI MAHAKUMA PARISAD,Khoribari,Khoribari Panisali,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,SILIGURI MAHAKUMA PARISAD,Khoribari,Raniganj Panishali,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,BATUN,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,BHOUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,DEOR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,JAKIRPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,MOHANA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,RAMKRISHNAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,SAFANAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kumarganj,SAMJIA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,AKCHA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,BEROIL,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,DEUL,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,KALIKAMORA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,KARANJI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,KUSHMANDI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,MALIGAON,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,DINAJPUR DAKSHIN,Kushmandi,UDAYPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,BIPRATIKURI,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,CHAUHATTA-MAHODARI-I,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,CHAUHATTA-MAHODARI-II,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,DWARAKA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,HATIA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,INDUS,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
2018,BIRBHUM,LABPUR,JAMNA,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
